skuId,sourceProductKey,labelType,label,share,tgi,source,sourceType,sourceBatchId,dataVersion,timeWindow,qualityFlags
synthetic_portrait_004,synthetic_style_004,预测年龄段,51-60,0.00,60.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,八大消费群体,小镇青年,0.30,125.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,八大消费群体,GenZ,0.28,120.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,八大消费群体,都市蓝领,0.15,95.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,八大消费群体,新锐白领,0.12,85.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,八大消费群体,精致妈妈,0.06,70.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,八大消费群体,资深中产,0.05,65.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,八大消费群体,都市银发,0.02,55.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,八大消费群体,小镇中老年,0.02,50.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,预测消费能力,低消费,0.40,110.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,预测消费能力,中消费,0.45,100.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,预测消费能力,高消费,0.15,85.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,城市等级,三线,0.25,105.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,城市等级,四线,0.25,110.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,城市等级,新一线,0.20,95.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,城市等级,二线,0.15,90.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,城市等级,一线,0.10,80.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,城市等级,五线,0.03,70.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,城市等级,六线,0.02,65.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,预测人生阶段,单身,0.50,135.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,预测人生阶段,二人世界,0.25,100.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,抖音视频观看兴趣分类,时尚,0.35,125.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,抖音视频观看兴趣分类,运动,0.25,110.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,抖音视频观看兴趣分类,职场,0.20,90.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,抖音视频观看兴趣分类,户外,0.15,85.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_004,synthetic_style_004,抖音视频观看兴趣分类,科技,0.05,75.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测性别,女,0.85,135.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测性别,男,0.15,65.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测年龄段,31-35,0.40,125.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测年龄段,24-30,0.25,105.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测年龄段,36-40,0.20,115.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测年龄段,20-23,0.05,75.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测年龄段,41-45,0.05,90.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测年龄段,18-19,0.02,70.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测年龄段,46-50,0.02,80.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测年龄段,51-60,0.01,75.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,八大消费群体,精致妈妈,0.35,130.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,八大消费群体,资深中产,0.25,120.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,八大消费群体,新锐白领,0.20,100.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,八大消费群体,都市蓝领,0.08,75.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,八大消费群体,GenZ,0.05,65.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,八大消费群体,小镇青年,0.04,60.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,八大消费群体,都市银发,0.02,55.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,八大消费群体,小镇中老年,0.01,50.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测消费能力,高消费,0.55,135.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测消费能力,中消费,0.35,105.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测消费能力,低消费,0.10,75.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,城市等级,一线,0.35,130.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,城市等级,新一线,0.30,125.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,城市等级,二线,0.20,100.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,城市等级,三线,0.08,80.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,城市等级,四线,0.04,70.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,城市等级,五线,0.02,60.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,城市等级,六线,0.01,55.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测人生阶段,家有婴幼儿,0.40,130.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测人生阶段,二人世界,0.30,110.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,预测人生阶段,成熟期,0.15,95.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,抖音视频观看兴趣分类,汽车,0.30,120.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,抖音视频观看兴趣分类,时尚,0.25,110.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,抖音视频观看兴趣分类,职场,0.20,100.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,抖音视频观看兴趣分类,美妆,0.15,90.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
synthetic_portrait_005,synthetic_style_005,抖音视频观看兴趣分类,运动,0.10,80.0,synthetic_single_product_portrait_calibration,synthetic_fixture,synthetic_portrait_calibration_batch_20260705,v_synthetic_20260705,2026-06-01/2026-06-30,synthetic_fixture
